dorsal;biker;club;time
3140;David Cook;LURBEL TEAM PEOPLESAPIENS;05:38:48
14;Tiffany Jacobs;Berriatuko txirrindulari elkartea;03:44:38
203;Gabriela Woods;Lagun onak ;03:24:39
1625;Keith Hernandez;Serb ;05:50:32
563;Chelsea Larson;E C BAIX CAMP;04:43:58
4370;Jeffery Saunders;C.C. CASTILLO DE MULA;05:29:18
3025;Deborah Hayes;Montserratí Bikers ;05:27:53
3930;Carlos Allen;PAQUETAZOS ;04:39:20
5254;James Tucker;SURICATOS-TANDEM ;05:29:46
3664;Danielle Nelson;JABATOS;06:09:58
554;Sarah Williams;E C BAIX CAMP;04:53:40
2457;Jared Owens;Atalaya bike ;05:23:23
570;John Wilson;c.c.concordia;04:16:53
2474;Nathaniel Thomas;Penya Ciclista Bonavista ;06:31:52
4539;Gregory Walker;CD ANTAS BIKE;05:35:12
261;Daniel Ashley;Zarauzko zikloturista elkartea ;04:30:59
2664;Suzanne Lane;Track team bike store;04:22:00
3964;James Moore;Raid Trail Calamocha ;05:09:59
3914;Nathan Foster;Myrmidons Team ;08:05:01
1768;Lucas Kelly;Urgozo ;05:37:39
2859;Tiffany Foley;LAUDIOAR T.E.;04:45:13
809;Christopher Brown;Etxebarri Xtrem;04:30:32
219;Joel Walls MD;Garribikes ;03:34:39
3864;John Robinson;ENTRENAMIENTOCICLISMO.COMC.D.;05:37:15
5043;Amber Bush;MTB Andreak;06:37:51
1629;Julie Valdez;BTT CAMPO ARCIS;06:00:00
2614;Jeffrey Chandler;BTT BONAIRE;05:22:34
771;Rachael Soto;Basahuntzak TKT;05:06:07
2473;Darren Marsh;AL11EC ;07:14:03
2273;James Richmond;ACA Agrupació Ciclista d'Alforja ;05:02:20
527;Lori Lee;ADDICT BIKE;04:14:30
2154;Phillip Simmons;BIKEcarde10;05:50:26
3479;Joseph Lane;ALEN BIKES ;06:13:30
89;John Ray;norinver ;03:27:09
780;Emily Rogers;El bicho ;04:23:05
2370;Melanie Anderson;Bttnosubomas ;05:59:18
254;Rebecca Campbell;Txirrinta Bikes;03:45:11
4257;Eric Henderson;Ninbike Suances;04:03:13
860;Ryan Casey;F2Alju ;05:04:34
5467;Jesse Nichols;BTT Francolí ;05:25:22
705;Molly Mitchell;Cycling No Limit Cardedeu;03:28:18
4688;Daniel Nguyen;MIS JUEVES ;07:17:10
3955;Gregory Sanchez;Paquetes de Arroyomolinos;04:59:16
1934;Katherine Miller;Tri+ Moralzarzal ;06:15:37
2411;Connie Mitchell;RB ;04:38:36
532;Jose Lewis;Quinto Racing Team ;04:46:06
5350;Debbie Henry;Almacelles Pedal Club;06:01:15
2872;Jason Ortiz;SEGURA EXTREME TRIATLON;04:27:58
1425;Michael Lee;Lanaja BTT ;05:17:12
887;Kelly Griffin;TRANSMONEGRINOS BIKE TEAM;04:51:13
4428;Barbara Robinson;Fraga;04:12:10
383;Eric Carpenter;Bikeboosteam ;04:16:33
2605;Hector Delacruz;Bike Badia ;05:49:53
5302;Mr. Jeremy Ross;Independiente;07:09:10
2732;Heidi Holmes;Me compre una bici y me lie;05:12:13
1170;Joshua Anderson;weruntema;04:32:44
2891;Andrew Miller;bicicletas tope;04:41:50
1210;Alicia Gonzalez;MTB LEONES ;05:14:19
4105;Christine Wilson;Ametller Origen & Palo Bike;05:20:49
2784;Nancy Travis;Mtb villalvaro ;04:25:08
985;Patricia Gray;Unió ciclista les franqueses ;05:24:58
1640;David Cook;C.A Vila de alacuas;06:02:26
4701;Laura Davis;Almorzaras ;06:10:40
5428;Juan Hernandez;Embizzi;05:21:42
359;Daniel West;Bike Gallery ;04:01:51
4941;Melissa Smith;JoselitoMountainClú;07:30:49
134;Jimmy Porter;Gorosbike Castañeda;04:50:52
4796;Dr. George Stuart;Grup Excta Santfeliuenc;07:14:22
3030;Sherry Cervantes;BTT Bonaire;05:53:25
15;Ruben Richmond;Velodrom.cc;03:20:08
2807;Juan Ford;AlpeBike ;04:39:26
1133;Marcus Dunn;ADDICT BIKES ;04:51:11
284;Heather Smith;BIKE TIME TRI;04:12:11
3606;Elizabeth Gonzalez;PaloBike & Ametller Origen ;05:20:50
1617;Kimberly Rosales;C.C. Bici-ats Terra Alta ;05:02:15
3833;Jacob Solis;BCLB ;04:44:20
548;Daniel Smith;E C BAIX CAMP;04:53:40
3925;Ashley Hill;Independiente;04:39:19
3351;Christy Reed;Atotacanya ;05:55:46
147;Michael Watkins;TALDEA PAYS BASQUE ;04:15:36
87;Renee Alvarez;C.N.T.TRRASSA;04:10:53
2113;Brett Ball;SENTEBE;04:42:45
1895;Heather Lewis;Penya Ciclista Tomas Molina;05:41:21
5252;Theresa Lopez;SURICATOS-TANDEM ;04:59:40
1960;Travis Hamilton;MEDINA COMPETICIÓN ;05:46:21
553;Mark Taylor;THE BEST BIKE GIRONA ;04:39:51
818;John Jones;Ez esan inori btt;05:39:29
4301;Tony Suarez;Xe tira tu ;06:26:23
560;Karen Jones;KE PASA TIU TEAM ;03:36:56
408;Connor Gutierrez;Ciclos Martin CC ;04:04:54
4810;William Sanford;Amics del Clot - Borriana;06:52:46
418;Pedro Turner DVM;Bike Gallery team;04:23:27
2452;Megan Hernandez;Extrem Zornotza;05:58:24
4908;Anthony Braun;C.C.UNCASTILLO ;06:39:07
3853;Patrick Gonzalez;Ariz TE;05:08:11
34;Samuel Hamilton;Orbea;05:18:09
16;William Foster;ORBEA;03:24:48
4010;Crystal Norman;Artbike;06:49:12
2456;Amanda Benton;CICLISTA OSCENSE ;04:35:48
132;Mark Cowan;laudioar txirrindulari elkartea;04:13:13
2677;Amanda Norton;Ciclos Getxo XC;04:05:43
4735;Ms. Phyllis Sanders;KPT TEAM ;07:31:57
2080;Robert Tucker;Ancinfreeland;05:25:31
2485;Raymond Haas;C.C. EL TORICO ;04:59:34
2765;Ashley Jones;ARMANTES CD;04:16:03
581;Adrienne Williams MD;C.C.TORELLO;05:07:41
2233;Sara Miller;Zarauzko Zikloturista Elkartea ;04:47:12
2822;Charles Baker;R360ProBike;05:00:38
4754;Gary Mason;Almorzaras primero ;06:10:40
4139;Jonathon Whitehead;EBIKE NIULIONS TEAM;05:08:51
2510;Adrian Tucker;Ciclos Gorliz;04:58:07
881;Melissa Armstrong;Triatloterrassasports;04:45:32
459;Victoria Parrish;Bears ;05:40:21
2342;Stephanie Floyd;Saiatuz Tkt;05:22:42
1018;Nicole Ray;OPOZAL AD;05:07:58
4587;Mary Ray;Sport ciclista Betulo;07:51:57
2500;Sydney Johnson;Bttnosubomas ;05:45:22
4184;Alice Jimenez;BTT Gormaz ;04:40:21
176;William Whitney;Katalino ;04:10:59
4218;Matthew Ellis;COMPOSTELANO CC;05:28:35
3907;Kayla Parks;Runners Preixana ;05:42:20
4207;Joanna Sanders;Sobrebici;04:36:53
5498;Haley Jacobs;Yellow Socks ;05:12:47
1904;Tara Fuentes;Black&Greens ;06:09:43
3369;Heather Bennett;BLACKS & GREENS;04:54:11
4691;Elaine Owens;enbicipormadrid;06:54:03
3336;Carlos Pollard;BLACKS & GREENS;04:51:42
2158;Scott Hall;Alen Bike;05:18:55
2375;Caitlin Holmes;zorribike;05:39:15
4008;James Petty;Sportbike Bcn;04:31:29
1454;Alicia Wilson;C.D.BIOFRUTAL SPORT;04:12:02
3175;Richard Rice;C.C. PUERTO DE TORREVIEJA;05:14:44
1253;Courtney Meyer;Penya Ciclista Cervera ;04:30:41
3566;Michael Moreno;Glober Bikers Ortuella ;05:04:14
3059;Raymond Terry;Mercedes BTT ;05:38:00
5082;Donna Bates;NORTE KLUBA ;06:29:24
3646;Jessica Orozco;AC MONTJUIC;08:18:22
3908;Elizabeth Clayton;Runners Preixana ;05:42:19
2785;Steven Adams;CB Riudecols ;05:48:41
4568;Tammy Brown;Independiente;06:37:46
4247;Jon Williams;CC Pego i les Valls ;04:37:48
392;Sarah Carter;Katalino trapagaran btt;05:04:55
2592;Alexis Rogers;Zikloturista Elkartea ;04:47:15
1893;William Brown;Penya Ciclista Tomas Molina;05:41:20
1142;Christian Cobb;BM El Papiol ;04:01:36
3521;Heather Choi;Valle de Castañeda c.c ;06:36:55
3357;Brian Gonzales;Tryners haro ;06:41:07
4753;Michael Tucker;almorzar.as;06:10:42
5152;Sean Warner;Sasiordeka KE;04:19:47
18;Eric Anderson;FERRO ELT;03:37:55
1992;Taylor Elliott;BTT GROUP TERRASSA 2012;05:31:09
1213;Robert Douglas;Cuarenta x el desierto ;04:25:21
2869;Amy Reilly;TRI+9 EL MASNOU;00:00:00
4147;David Torres;Compostelano C.C.;05:28:35
1985;Cheryl Patterson;Katalino Trapagaran BTT;04:57:28
5504;Diane Marquez;Yellow Sock;06:32:36
1289;Bailey Rose DVM;Bike Gallery Team;04:25:50
2069;Brittany Munoz;Ancinfreeland;05:25:31
2843;Michael Parker;C.D Paterberg;06:02:25
98;Stacy Sherman;Sociedad ciclista vitoriana;04:57:52
1145;Brittany Evans;ADDICT BIKES ;03:48:34
2088;Gina Lane;C.C.Actur;04:03:23
3430;Martin Peterson;BikingPoint;05:29:28
2096;Joshua Escobar;Elorrioko banan banan ZK* E;05:06:28
1082;Jade Reyes;Gualdetxu MBTT ;05:06:02
4965;Ms. Jamie Kennedy;auch triathlon ;05:51:28
3096;Carol Myers;Sociedad Ciclista Bilbaina ;08:14:50
3297;Mark Ortega;btt bonaire;05:36:13
1650;Heather Lucas;Ca S´arrorser;05:54:24
2428;Vanessa Brown;Crokslife;05:33:24
1989;Scott Luna;Utebo;05:33:35
5380;Michael Berry;Aventura Daganzo (BAD);07:18:47
3082;Raymond Jones;CRUZADOS ZARAGOZA;05:36:35
5029;Brittney Gardner;BICILAB;05:01:26
539;Erica Walsh;LaPlana Cycling Team ;05:29:22
4652;Thomas Mcconnell DDS;eltrenecito de la bruja;05:17:11
5348;Mr. Don Lee;Ke Pasa Tiu Team ;05:19:51
2333;Andrea Yoder;Saiatuz tkt;04:25:17
217;Tina Jones;Unió Ciclista Olesana (UCO);04:17:10
1191;Keith Crawford;ENKAR BTT;05:04:31
3950;Jeffrey Snyder;MTB BICIKLETOS ;05:34:39
492;David Livingston;ARRIGORRIAGAKO TXIRRINDULARIAK ;04:41:02
840;Amanda Andrews;ERMUKO TXIRRINDULARI ELKARTEA;04:59:37
4177;Rebecca Howard;PRO360 ;04:33:00
4020;Shannon Lee;Birra bike ;05:52:18
1844;James Williams;Garribikes ;05:48:32
2054;Eddie Bernard;XTREMEBIKE ;05:21:45
2520;Roger George;O2 esports ;06:14:08
945;Thomas Garrett;Forces* forts i ferms;06:52:04
341;Dan Lopez;Agrupació ciclista de Alforja;04:19:08
5056;Hayley Moreno;EL TRICICLE;06:46:25
1494;Rachel Jones;Uriona ;06:26:03
3143;John Martin;ULTRAS SAO MAMEDE;04:52:38
2730;Jason Clark;Independiente;04:17:53
257;Linda Baker;Bera Bera;00:00:00
168;Rose Meyers;Getaitri ;03:51:03
2441;Angela Moore;Urgozo ;05:58:24
2669;Steven Carroll;Banan banan;05:05:22
117;Terri Gates PhD;gurutzeaga txirrindulari elkartea ;04:01:50
74;Zachary Nguyen;Valentin Uriona;03:54:33
4399;Michael Peters;Blanda espartans y dones a pedals;07:06:42
4589;Lauren Christensen;Sport ciclista betulo;07:51:57
4705;Victor Beltran;Xancletas Bikes;05:18:25
1689;David Porter;Montbike ;05:05:27
305;Thomas Fritz;Runners Preixana ;04:17:12
2508;David Mcdonald;O2 esports ;06:14:07
1790;Tamara Long;Independiente;04:48:20
4378;Samantha Gaines;Ametller Origen by Palo Bike ;05:20:49
828;Beth Green;Independiente;06:00:03
460;Taylor Reese;Ciclos Trujillo;04:18:28
3810;Samantha Warner;Team Colombia;05:04:48
2863;Christian Hernandez;A.D. Sandalio ;04:03:41
457;Lucas Jones;BIKE GALLERY TEAM;05:15:40
1668;Jaime Torres;S.C. LLODIANA;05:03:41
385;Amy Swanson;Urria bikers ;07:27:02
4151;Craig Cook;BTT Bonaire;05:53:23
2654;Keith Conway;C.C.Aguilar;04:29:02
586;Julie Martin;Ciclosport ;05:07:00
92;Christopher Mcgee;AD HUECHA;03:51:31
368;Reginald Smith;Blanda Bears ;05:40:34
2118;Bobby Baker;Amunt CC ;06:00:54
688;Marcus Ferguson;Btt Bonaire;04:32:59
1152;Tricia Johnson;ESPORT CICLISTA MANRESA;03:44:53
2679;Wendy Anderson;TRACK C.D. ;04:13:47
4180;Jason Collins;Tortugas Verdes;04:56:43
3570;Mario Olson;MONTAÑERAS ADEBAN;06:37:50
3050;Wanda Lewis;Mountain bike Tanos;05:20:23
3610;Robert Fitzgerald;Z5 X-TREME ;06:57:32
520;Patricia Wilson;Birrabikes ;04:52:41
17;Roger Wall;GarriBikes ;03:20:08
1667;Chris Murphy II;PEÑA CICLISTA MORATA DE JALÓN;04:44:04
452;Brandi Kim;Team Disnova ;04:20:05
3681;Kevin Hayes;Utrella;05:42:35
790;Donald Martin;Bikeambici ;04:42:18
3014;Ronald Fleming;Globeros valdefierro ;05:52:52
3481;John Miller;PASICO A PASICO;05:26:52
3638;Nancy Webb;BTT Beniarjo ;06:59:01
7;Elaine Gonzales;Bikezona ;03:24:09
884;Larry Campbell;runbike;04:43:49
2663;Kenneth Kent;C.C. SAIDI ;04:18:07
1141;Douglas Murray;ADDICT BIKE;04:19:34
4422;Christine Yates;TEAM SAN MARIANO ;07:08:59
2766;Jennifer Norton;SC BILBAINA;04:13:46
4667;Sherry Estrada;Almorza.as ;06:10:47
4286;Zachary Burns;Tanos MTB;06:05:59
3949;Christopher Lopez;MORA MTB BICIKLETOS ;05:34:38
1852;John Landry;EC BAIX CAMP ;05:44:26
298;Adam Miller;BIKE - RUN ALCOLEA ;04:48:45
86;Carolyn Roman;Salvadores Bike Team ;04:10:09
559;Robert Ellis;Penya la buti;06:41:29
925;David Levy;KATALINO TRAPAGARAN CC ;04:34:08
4761;Rebekah Mayo;ASC PLBND;06:21:01
698;Mrs. Pamela Anderson;RUNBIKE ALCOY;06:14:47
1112;Kurt Yang;Z5 X-TREME ;06:16:10
224;Dr. Julie Lane;TRIATLON TEAM ;04:02:14
2314;Jill Flores;DISNOVA TEAM ;06:28:21
3503;Sarah Hall;EC BAIX CAMP ;05:03:56
1153;Amy Norris;ESPORT CICLISTA MANRESA;04:13:09
3837;Michael Oconnor;Fugitive Cycling ;03:58:44
2552;Veronica Fox;SANTURTZIKO MENDIZ ;05:22:55
699;Latoya Dodson;IBT;05:04:32
1975;Amy Garcia;Garribikes ;06:38:24
362;James Conrad;Bikesstoks ;05:24:04
3935;Ralph Banks;BARCELONA;04:54:32
3762;Christine Ellis;BikeBossTeam i Co;05:46:58
2597;Patrick Sheppard;Independiente;05:10:36
154;William Sparks;F2 Alju;04:34:44
288;James Watts;AMAIKAK-BAT;04:48:44
3332;Kevin Austin;BLACKS & GREENS;04:49:39
2531;Charles Leonard;Atalaya bike ;05:23:23
2137;Jason Allen;VIDABIKES;05:30:32
3915;Robert Mccullough;Myrmidons Team ;08:05:02
1715;Joshua Dunn;Estivella bike ;06:23:53
5329;Andrea Ball;CEBicisport;06:04:42
3413;Allison Sharp;C.d barranco sot de chera;05:54:38
956;Amy Hopkins;Unió Ciclista Torredembarra;04:18:17
5240;Kyle Dunn;QUINTO RACING TEAM ;04:51:25
135;Ryan Reed;Opozal AD;05:02:01
2484;Jamie Jefferson;Edelweis ;06:04:00
1822;John Wilkinson;marraskilo negartiak ;05:59:56
1184;John Maxwell;ADC Francisco PIzarro;03:55:25
541;Daniel Watson;PC Barbera ;05:27:26
2501;Michael Sanchez;ATALAYA BIKE ;04:54:16
339;Jacob Johnson;LA GRUPETA DE LAURA;04:45:37
3653;Shelley Norris;Viloforts;05:27:08
3945;Donna Rodriguez;Paquetes de Arroyomolinos;04:26:33
5418;Tyler Murphy DDS;Bike Aventura Daganzo;07:18:46
1991;Charles Rodriguez;ENBIZZI C.C;05:33:02
1827;Lori Brooks;EC Baix Camp ;04:39:00
1517;Michael Hansen;Ermuko Txirrindulari Elkartea;04:18:30
5364;Sara Chung;BTT Ultreia;06:10:39
777;Cheryl Abbott;Cicles fandos;04:50:54
4298;Carol King;Xe tira tu ;06:26:23
2019;Kenneth Hill;Norinver ciclyng team;04:10:40
2064;Michelle Sanchez;Bike Bergueda;04:19:31
630;Sherry Morton;Altza Herria K.T.;04:47:16
4130;Brian Camacho;Independiente;05:22:01
2768;Gwendolyn Hogan;CASTELLOIZ Factory Team;05:03:06
3581;Terry Medina;JABAT@S TRAIL TEAM BTT ;06:09:58
4531;Amanda Griffin;Saiatuz tkt;05:05:11
1527;Leslie Melendez MD;Cassà Bike Club;04:37:21
508;Robert Conley;GarriBikes C.D.;05:21:58
1818;Jose Glenn;Getaitri ;05:37:58
1125;Jeremy Kelly;USSP Amikuze cyclisme;04:20:18
748;Penny Rodriguez;Turiaso;04:40:01
648;Andrew Curtis;USSP Amikuze Cyclisme;04:20:19
701;Amy Frank;Gualdetxu Mbtt ;04:28:19
1933;Chad Pierce;Fanegas CC ;05:36:43
4071;Maria Martin;KATALINO BTT ;05:34:45
3794;Allen Le;Independiente;05:46:24
423;Lauren Mcpherson;A.D. La Faldrija ;05:10:26
1875;Shawn Merritt;Unió ciclista torredembarra;05:05:06
3872;Brett Kent;bike moia;05:10:19
41;Taylor Schmidt;Ravet Bike ;03:44:00
4819;Philip Martin;Pedalitros ;05:46:23
973;Jacqueline Davis;C.C.MONTBRIO DEL CAMP;05:03:26
1649;Amanda Gardner;C.D. ZOITI HUESCA;05:22:38
390;Kelly Owens;C.C. IBERIA;04:51:37
3075;Ricardo Atkins;NORTE Y SUR;06:01:31
2692;Douglas Mercado;Sport Ciclista Baix Camp ;04:22:55
4350;Taylor Gallagher;MTB Santa Cruz del Retamar ;07:04:02
2793;Stephen Smith;Gualdetxu mbtt ;04:59:28
732;John Jones;C.C. Saidi ;04:10:10
4398;Matthew Griffin;P.C EDUARDO CHOZAS ;04:34:53
681;Connie Mitchell DVM;Independiente;03:56:27
3073;James Fox;Almorzaras ;06:10:41
2864;Daniel Floyd;Lezokuak Ltt ;05:24:13
4749;Justin Foley;MIS JUEVES ;07:17:11
1238;Chase Perez;MUNDARRO f.K.E ;04:24:44
3690;Elizabeth Ward;Independiente;05:42:36
352;Amanda Hall;Ciclos Serrano ;04:19:22
5366;Cody White;LUNÁTICOS BIKE ;06:14:39
759;Steven Cooper;C.C.caspolino;04:03:35
4717;Rhonda Wade;penya ciclista Bonavista ;06:58:57
915;Brooke Phillips;abendaño ;04:19:48
420;Heather Boone;Team tejadabiker ;04:47:33
1546;Robert Hester;Leones ;05:21:17
519;Mary Huynh;No Bikers;05:49:17
248;Scott Gonzalez;TAMAYO TEAM;04:07:15
1109;Lori Wilson;Can Xumeia TEAM;03:57:12
5312;Scott Peterson;BCNTRIATHLON ;06:29:09
355;Chad Espinoza;MONBIKER CC;06:14:28
2743;Amanda Davis;CE Mediterrani ;05:20:26
1437;Beth Bautista;CC JUBIERRE ;04:32:10
466;Daniel Jones;BICIATS DEL GARRAF ;04:43:49
4598;Robin Green;MAÑICAS BIKE TEAM;08:08:37
3484;Monique Navarro;PASICO A PASICO;07:30:56
575;Jason Flores;BASAHUNTZAK B.K.T;05:02:49
1636;Heather Clayton;CD OZONO ;04:16:47
2537;Nathaniel Simpson;ERMUKO TXIRRINDULARI ELKARTEA;05:02:42
1903;Regina Thompson;ACA - Agrupació Ciclista d’Alforja ;05:02:20
364;Joseph Bond;Edibikes;04:23:57
1711;John Ryan;Triatlón Vallirana ;05:23:42
1187;Ashley Delgado MD;C.D. EL CUBIO;03:49:53
4513;Barbara Newton;Unió Excucionista de Vic ;07:20:27
752;Kaitlin Summers;Enbizzi.c.c. ;04:20:25
5452;Charles Miller;Independiente;04:44:42
867;Elijah Graham;Peña ciclista sendero;05:05:30
68;Deborah Yang;Fanatik Vic;03:26:54
1088;Marcia Werner;El templo del biker;04:22:18
2803;Jessica Warner;GRAVELÀES;04:15:16
715;Melissa Watson;Bttlezokoak;05:11:02
150;Jessica Robbins;Nova del Valles Cycling Team ;03:47:38
1464;Kevin Burke;Celiruners ;03:57:30
1077;Shane Ewing;Gualdetxu MBTT ;05:05:59
2144;Christopher Wilson;BICILAB;07:47:58
5451;Paul Griffith;Pinyo Fixo ;05:26:51
551;Jason Decker;Edibikes -esquenaplelats ;05:15:01
4142;Jared Lawrence DDS;EL BICHO BICICLETAS;04:50:39
5140;Christopher Wagner;Independiente;08:38:37
5324;Sarah Ponce;MTB Cigales;05:53:40
902;Stephanie Barnes;Xiquets Perduts;03:45:50
1724;Adam Carlson Jr.;C.E. Mediterrani ;06:08:52
3707;Jeffery Johnston;TORREZNOBIKES;07:06:38
3882;Maureen Anderson;Biciats del Garraf ;04:39:30
1051;Stephen Bartlett;OPOZAL A.D.;04:18:40
5198;Mrs. Cheryl Petersen;Biciats del Garraf ;05:00:42
20;Vincent Washington;Fabregues Bicicletes ;03:33:38
301;Donald Pierce;Nou empurda bikes;05:28:42
5328;Terri Stewart;Baraka Bike;05:16:31
4734;James Murray;Almorzaras ;06:10:40
2336;Jose Doyle;Peña ciclista Poble Nou;06:27:09
133;Andrew Wilson;Valle de castañeda ;03:59:37
1287;Gina Potter;XTREM;04:30:33
1493;Martin Morris;Uriona;06:26:03
2792;Maurice Casey;Uze;04:50:09
922;Jennifer Dawson;CD Elomendi;04:59:33
491;Tammy Simon;Arrigorriagako txirrindulariak ;04:50:50
2723;John Torres;SPT;04:23:11
1063;Susan Rose;A...Z Sport;04:48:08
5044;Diana Eaton;Routier premia ;05:17:49
318;Robin Gonzalez;PENYA CICLISTA CIUTADELLA;04:27:19
2828;Nicole Weaver;R360ProBike;05:19:53
4067;Andrew Perkins;WERUNTEAM;05:52:36
1127;William Roberts;Jabalís;06:49:32
158;Mark Morrow;AD.Opozal;04:22:00
1565;Arthur Gardner;Les cabres mtb ;05:49:54
1252;Kristy Johnston;Coyotes de Épila ;04:21:52
4727;Matthew Wilkins;3xtreme;06:07:31
4116;Michelle Smith;EMAC ;05:18:57
3224;Zachary Barnett;Amigos del 10% ;06:59:02
962;Tammy Garcia;Penya ciclista Mundo ;03:56:50
965;Jonathan Burke;PC.Mundo ;04:50:45
2179;Chelsea Jordan;PSYCLING FACTORY TEAM;04:17:19
314;Cory Perry;MONTBIKE AMPOSTA ;05:31:19
333;Shawn Valentine;VALLE DE BENASQUE A.C. ;04:47:12
3287;Troy Snyder;Adenalina Bike ;06:17:20
3687;Meghan Chung;Higueruelas BTT;07:29:01
2341;Christopher Velez;C.C.MTB LOBOS;05:14:11
1134;Marcus Valenzuela;ADDICT BIKES ;04:49:52
2066;Ashley Adkins;CC Gordexola ;04:32:02
308;Julie Morton;Etxebarri Xtrem;03:44:34
5396;Jeffery Orr;Beteteros Dominguero Mollerussa;06:49:19
3952;Lisa Wu;MTB BICIKLETOS ;05:34:38
895;Jacqueline Martin;Triatlò Terrassasports ;04:47:13
4650;Laura Vance;Ariz T.E.;05:26:05
1098;Barry Kim;Independiente;04:48:31
3141;Matthew Suarez;Mercedes BTT ;00:00:00
1021;Lisa Torres;Ciclo Sport;03:55:46
5412;Nichole Tran;Sarroca Bikers ;05:53:18
3515;Mark Pearson;Ozono TCQ;06:36:54
4217;Scott Harrison;Barakabike ;05:43:55
550;Chelsea Gomez;PC Barbera ;05:27:26
223;Tiffany Salazar;Barranka TT;04:14:36
943;Leah Kelley;TRIATLOTERRASSASPORTS;04:47:10
1663;Connie Chandler;Ca S'Arrose Team ;05:54:21
2156;Kelly Moses;tragamillas Alcañiz;06:49:33
181;John Davila;BIAMON ;07:01:22
1491;Jonathan Wilson;Uriona ;06:26:04
1915;Jacob Cruz;Mon Bohemi Race Team ;05:22:11
685;Linda Braun MD;BTT MONTALBAN TRAIL;00:00:00
683;Tracy Zamora;Independiente;06:29:56
3609;Kayla Bush;BTT Zaragoza ;06:28:08
4381;Michael Hudson;SANAGUS TEAM ;03:34:13
3036;James Manning;Mtb Tanos;05:20:23
2286;Keith Warren;EC BAIX CAMP ;04:53:11
2256;Mrs. Heather Vincent DVM;PRO360 ;05:01:32
2087;Alisha Drake;tricalavera;05:50:45
5184;Brandon Davis;Caribeños;07:22:12
4237;Felicia Smith;Tres campanars ;04:13:14
5280;Karen Mccarthy;CARCER C.C ;05:38:47
3639;Martha Allen;Ballobar ;05:58:49
271;Maurice Taylor;Matxitxako ;03:57:04
2540;Misty Hansen;BttNosubomas ;05:40:11
2804;Tricia Hall;PROCYCLE ;03:58:24
1117;Michael Nguyen;Z5 ;06:12:29
3905;Russell Weber;Tecnibike;05:52:16
3088;Peter Monroe;BTT PRADOLUENGO;05:26:47
1797;Amber Lara;Ad pedales ;00:00:00
1626;Rebecca Lawson;Serb ;05:50:32
212;Heidi Levine;bmx terrassa ;04:29:54
2081;Brandon Ramirez;ANDACAMINOS;04:44:41
2833;Elizabeth Brown;Laudioar TE;04:45:14
2250;Tyrone Mccoy;Independiente;06:12:25
5246;Aaron Lang;Ariz T.E.;05:26:00
9;Anthony Stone;GARRI BIKES;03:20:00
2761;Bradley Sanchez;Iurreta Txirrindulari Elkartea ;05:02:30
167;Joseph Duke;Garri Bikes;03:54:49
1344;Sherry Morris;Bidegorri;05:08:42
2305;Mr. Bobby Gomez DDS;KUSKUMENDI MTB ;05:24:37
5169;Laura Yu;MIXTOSBIKE2020;05:17:46
521;Glenn Richardson;Lartaun;03:56:31
3746;Jacob Bartlett;CC AITANA;06:30:08
4506;Chad Gonzalez;JOSELITOMOUNTAINCLÚ;05:08:49
4002;Brianna Smith;Tramdur;04:21:37
514;Rick Wong;Adrenalina ;04:22:06
2806;William Jones;Piconeros Bike ;04:39:27
2587;Alex Vincent;BTT BONAIRE;05:22:36
4677;Thomas Williams;Aloha Triathlon;06:37:51
4787;Michael Mullen;Enbicipormadrid;08:17:43
402;David Hancock;Penya el cuc ;04:05:36
3328;Aaron Shaffer;Almorzaras ;06:10:49
838;Daniel James;BASAHUNTZAK TKT;05:02:48
4379;Eric Ross;Zarauzko zikloturista elkartea ;05:40:06
716;Paul Medina;ERMUKO TXIRRINDULARI ELKARTEA;04:59:39
640;Keith Parsons;Gobike ;03:34:58
616;Kevin Schwartz;OTXE ;05:20:19
1765;Stacey Melendez;Royal Lleida ;04:44:52
56;Justin Mccarthy;CC Sant Celoni ;04:16:04
3265;Daniel Weeks;LOS SEMIS RUBÍ BTT ;05:54:44
4213;Michael Alexander;Black Pata ;05:01:29
4797;James Johnson;GEPS ;07:14:25
535;Steven Stewart;The Best Bike;04:26:13
5238;Elizabeth Allen;VARISSESCORRE;06:35:19
3607;Bailey Johnson;SIGÜES C.C.;06:57:30
4794;Kevin Smith;POPPANOLIS ;07:14:22
2877;Glenda Ball;Arroyobikers ;05:36:55
136;Amber Franklin;CD El Cubio;03:52:54
4390;Denise Peck;En Bici Por Madrid ;07:13:22
597;Matthew Frederick;RR Bikers;05:58:58
108;Zachary Knox;Pista Barcelona;04:01:24
